,municipality_id,municipality,munici_English,Total population (Both sexes),Total population (0-14),Total population (15-64),Total population (65 and over),Foreigners (Total),Densely inhabited districts population,Live births,Deaths,Number of in-migrants from other municipalities,Number of out-migrants to other municipalities,Daytime population,Number of households (Total),Number of private households,Nuclear families,One-person households,No. of nuclear families with household members 65 years of age and over,No. of aged-couple households (Only aged couple),No. of aged-single-person households (Aged 65 and over),Marriages,Divorces,Total land area (Excl. the northern territories and Takeshima),Inhabitable area,Taxable income,Tax debtor (per income),Number of establishments,Number of establishments (Secondary industry),Number of establishments (Tertiary industry),Number of persons engaged,Number of persons engaged (Secondary industry),Number of persons engaged (Tertiary industry),Cultivated land area,"Value of manufactured goods shipments, etc.",Number of manufacturing employees,Annual sales of commercial goods,Number of establishments (Wholesale and retail trade),Number of employees (Wholesale and retail trade),Financial strength index (municipalities),Real term balance of revenue to expenditure (municipalities),Ratio of net cost of bonds (municipalities),Settlement of total revenue (municipalities),Settlement of total expenditure (municipalities),Local taxes (municipalities),Number of kindergartens,Number of Kindergarten students,Number of elementary schools,Number of elementary school teachers,Elementary school students,Number of lower secondary schools,Number of lower secondary school teachers,Lower secondary school students,Number of upper secondary schools,Upper secondary school students,Population in labour force,Employed persons,Unemployed persons,Persons employed in primary industry,Persons employed in secondary industry,Persons employed in tertiary industry,No. of employees,"No. of board member of company, etc.","No. of self-employed, employing others","No. of self-employed, not employing others",No. of family employees (Total),Population working in the same municipalities,Commuters to other municipality,Employed persons based on workplace,Workers commuting from other municipalities,No. of public halls,No. of libraries,Number of dwellings with occupying households,No. of owned houses,No. of rented houses,Area of floor space per dwelling,Population covered by waste processing service,Garbage planned collection population,Total volume of waste matter (Total),Rate of recycled,No. of retail stores,No. of eating and drinking places,No. of large-scale retail stores,No. of department stores and general merchandise store,General hospitals,Medical clinics,Dental clinic,Physicians,Dentists,No. of pharmacists,No. of elderly nursing facilities,No. of child welfare institutions (Excl. midwifery home and children's playground),Number of nursery centers,Number of infants enrolled in nursery centers,Persons insured by national health insurance
861,17211.0,能美市　　　　,Nomi-shi,48881,7596,29195,11983,833,7029,394,427,1436,1326,46156,17352,17319,10456,4154,3834,2003,1308,215,67,84.14,48.5,72118,23553,2238,804,1416,23851,11244,12488,19,308748,9692,87731,410,2803,0.68,4.2,10.5,23911,23070,8441,0,0,8,193,3112,3,106,1615,1,546,26110,25400,710,485,10152,14284,21066,1152,432,1591,774,12359,12639,24220,11459,4,3,15880,13210,2580,152.4,946,49959,16361,9.3,366,143,5,0,3,28,12,77,17,79,2,27,16,2067,10052
862,17212.0,野々市市　　　,Nonoichi-shi,55099,7961,34620,9824,326,43211,652,385,3127,3155,51888,24759,24721,11722,10997,3312,1727,1305,368,95,13.56,13.56,78022,25334,2441,354,2084,24929,3325,21598,3,32005,1694,211473,560,6311,0.82,3.2,5.5,18298,17796,7793,2,213,5,174,3234,2,83,1395,1,875,28043,27192,851,289,7352,18411,22715,1159,484,1479,525,8909,17395,22447,12650,5,1,24280,10800,12910,87.8,961,51752,19029,18.5,508,268,20,2,2,49,24,73,31,102,2,21,16,2084,9389
863,17324.0,川北町　　　　,Kawakita-machi,6347,1296,3731,1312,22,...,41,53,109,136,6437,1853,1849,1241,189,337,176,96,17,4,14.64,14.64,8594,2964,293,120,170,4135,2475,1640,8,46455,2079,20936,37,702,0.62,7.1,8.6,3900,3727,1527,0,0,3,48,524,1,20,276,0,0,3399,3316,83,196,1162,1954,2753,160,49,223,117,964,2346,3742,2772,1,1,...,...,...,...,0,6288,2308,9.6,30,8,2,1,0,4,3,1,3,5,1,6,3,368,1089
864,17361.0,津幡町　　　　,Tsubata-machi,36968,5436,23177,8146,169,17979,276,305,977,957,28028,12545,12512,8280,2303,2616,1320,899,124,60,110.59,54.28,51656,18283,1150,322,819,10590,3431,7095,19,55831,2735,64203,191,1813,0.52,2.2,11.7,13220,13019,4277,2,152,9,158,2235,2,74,1177,1,412,20026,19411,615,473,5445,12990,16556,712,290,1102,448,6947,12142,11228,3959,10,1,11890,10430,1400,151.47,674,37728,10765,20.2,183,80,5,2,2,23,10,36,13,39,3,13,12,1352,6834
865,17365.0,内灘町　　　　,Uchinada-machi,26987,3721,16654,6435,186,22030,171,244,703,805,19764,10446,10426,6306,2964,2322,1189,836,96,39,20.33,16.61,37119,12906,903,245,653,7115,1069,5998,6,4295,353,13759,135,819,0.52,2.2,8.8,11158,10992,2646,1,101,6,107,1483,2,56,813,1,226,14211,13738,473,167,3584,9584,11328,641,276,870,328,4199,9250,7356,2868,19,1,9580,7610,1860,122.52,161,26909,8060,16.5,131,83,2,0,2,15,9,464,24,103,2,8,7,815,5495
866,17384.0,志賀町　　　　,Shika-machi,20422,2073,10136,8213,105,...,84,316,330,481,20097,7493,7473,3890,1758,2368,1444,1033,64,20,246.76,85.2,23020,9146,1192,323,842,9365,3557,5493,29,69377,2279,20768,216,990,0.7,1.1,11.4,15611,15390,5264,1,102,2,52,791,2,36,454,1,131,10232,9884,348,986,3148,5734,7613,460,252,958,589,7478,2381,9947,2444,17,2,6760,6490,270,208.7,715,21346,7366,22.3,215,74,1,0,2,9,8,20,9,20,2,6,6,514,5128
867,17386.0,宝達志水町　　,Hodatsushimizu-cho,13174,1426,7059,4689,105,...,60,188,180,247,11282,4447,4426,2524,820,1374,756,505,39,9,111.52,40.06,15369,5956,562,178,366,4515,1962,2401,15,140012,1460,16980,95,623,0.34,5,12.9,8697,8428,1760,0,0,5,66,548,1,24,370,1,159,6590,6357,233,421,2211,3691,5079,290,136,574,260,2980,3344,4864,1851,1,1,...,...,...,...,677,13690,3806,13.6,90,27,1,0,1,5,3,9,6,20,2,6,5,364,2924
868,17407.0,中能登町　　　,Nakanoto-machi,17571,2237,9293,6034,124,...,122,238,276,341,14670,6055,6043,3497,1161,1829,978,743,48,16,89.45,38.32,19657,7784,839,281,554,5513,2247,3251,17,34031,1627,13801,152,777,0.3,0.7,10.8,10509,10403,1694,1,0,3,62,901,1,38,538,1,463,8900,8605,295,418,2900,5074,6766,292,152,846,384,4009,4464,5866,1725,4,3,6410,5800,570,172.48,1622,18520,4496,16.5,157,50,1,1,0,7,6,8,9,11,1,14,5,585,3998
869,17461.0,穴水町　　　　,Anamizu-machi,8786,672,4099,3991,56,...,33,173,216,247,9005,3461,3438,1808,1014,1171,718,581,22,7,183.21,48.34,8490,3308,628,91,523,3924,669,3112,11,6013,297,15430,144,705,0.26,1.3,7.4,6553,6467,973,0,0,2,32,279,1,22,170,1,143,3995,3847,148,457,768,2579,2799,141,107,488,259,2949,856,4134,1143,4,1,...,...,...,...,202,8779,3185,25.9,139,49,2,0,1,11,4,18,4,21,1,7,4,160,2149
870,17463.0,能登町　　　　,Noto-cho,17568,1413,8131,8024,182,...,62,353,253,365,16653,6904,6874,3513,1867,2332,1352,1241,57,16,273.27,69.82,17810,6870,1226,255,927,6911,1558,4828,20,6314,577,15469,265,976,0.2,4.1,9.7,16473,16072,1644,0,0,5,70,556,4,51,337,1,197,8558,8248,310,1391,1843,5013,5935,405,204,1111,591,6647,1578,7524,854,20,1,7150,6810,340,185.95,4654,18396,6984,28.6,263,74,0,0,2,10,6,22,8,26,5,8,6,259,4854
871,18.0,福井県　　　,Fukui-ken,786740,102986,451409,222408,9448,345994,5856,9347,17003,18522,786736,279687,278990,147033,73617,62285,31778,27161,3381,1083,4190.51,1077.29,1084440,373320,44543,10512,33712,408503,114254,290370,403,2043665,72942,1945172,8905,60306,...,...,...,391218,379873,125320,83,2585,201,3119,42177,83,1851,21773,35,22592,412705,399169,13536,14826,122602,254676,318683,20812,8489,31165,15571,279535,114308,400203,115342,208,37,265200,203000,59000,146.16,32181,795403,278184,16.6,7892,4058,101,13,58,581,292,2002,434,1426,66,399,267,25444,160973
872,18201.0,福井市　　　　,Fukui-shi,265904,34073,151638,72481,2714,177268,2201,2909,6291,6375,292855,99872,99623,51152,30269,20903,10869,9928,1259,414,536.41,217.32,398105,126988,16581,3084,13440,162048,31723,129596,80,412287,17460,1186220,3539,27824,0.84,1.3,11.4,105658,104348,43852,32,1267,52,940,14054,28,593,7135,13,10971,134509,129888,4621,2824,32932,90375,103203,7917,2798,9320,4307,106833,20166,151698,41976,56,6,93190,62260,29070,130.16,1650,266032,94942,13.9,2974,1742,45,6,22,259,134,940,198,665,19,114,80,7809,50818
873,18202.0,敦賀市　　　　,Tsuruga-shi,66165,9038,39093,17572,613,44689,538,740,1588,1771,66814,26545,26478,15541,8020,5974,3243,2876,286,129,251.41,53.07,93941,30823,3652,683,2964,36072,8558,27499,9,125518,3811,156769,735,5066,0.97,8.7,7.3,28627,27063,13515,5,435,15,245,3648,7,149,1896,4,1926,34040,32820,1220,615,8759,22957,27589,1664,629,1781,858,28657,3831,33998,5009,9,1,25950,17040,8480,114.27,4519,66914,25067,15.4,671,433,6,2,3,48,22,129,32,122,5,27,21,2003,14038
874,18204.0,小浜市　　　　,Obama-shi,29670,3814,16630,9145,258,10279,231,439,688,836,30177,11220,11177,6022,3179,2736,1399,1311,128,32,233.11,42.28,36906,13327,1927,384,1529,14917,3271,11459,14,31518,1667,59330,407,2685,0.43,5,10.5,18090,17541,3617,1,102,12,150,1511,2,66,816,2,1421,15673,15214,459,637,4332,10174,11976,748,381,1402,652,11851,3274,15114,3174,13,2,10890,8300,2510,129.88,2052,30135,12403,18.1,367,156,7,0,2,20,8,68,14,47,3,20,12,938,6740
875,18205.0,大野市　　　　,Ono-shi,33109,3787,18063,11253,336,13518,198,507,475,633,30345,10698,10652,5251,2074,2759,1450,1181,129,34,872.43,129.98,39518,15395,2058,529,1491,15205,4681,9870,42,55271,2423,32710,378,1944,0.41,6.6,7,18983,18116,3840,8,35,10,130,1527,5,88,814,2,941,18226,17733,493,1557,5566,10553,13176,901,428,2040,1146,13021,4625,15276,2168,9,1,9850,9080,720,182.31,5395,34494,11879,22.9,357,185,6,0,4,22,11,31,16,32,3,19,12,970,7679
876,18206.0,勝山市　　　　,Katsuyama-shi,24125,2750,13167,8185,221,9936,138,366,303,489,21869,7703,7670,3790,1591,2039,1031,885,87,22,253.88,52.84,28683,11200,1239,319,906,9465,3535,5725,19,89070,2482,22697,240,1163,0.45,1.5,8.7,12576,12419,2830,2,38,11,116,1161,4,64,601,1,380,12848,12480,368,780,4424,7199,9760,511,269,1261,641,8241,4200,10634,2354,10,1,7440,6980,460,163.3,2259,24210,8437,25.6,247,111,2,0,1,12,8,41,11,44,4,13,11,788,5262
877,18207.0,鯖江市　　　　,Sabae-shi,68284,10257,39994,17811,627,26868,565,657,1675,1504,63166,22335,22291,12584,4652,4819,2267,1751,306,110,84.59,53.16,92662,32985,3643,1361,2268,31595,12374,19071,21,180775,9299,115279,681,4817,0.66,3.8,10.1,26525,25958,8991,6,248,12,257,4211,3,146,2139,2,964,35971,34919,1052,622,13630,19721,27598,1907,734,2719,1393,18926,15468,30958,11507,10,1,20730,17000,3580,159.7,1148,69193,24285,14.5,571,281,5,1,8,38,22,111,34,93,4,36,18,2274,14197
878,18208.0,あわら市　　　,Awara-shi,28729,3291,16551,8870,265,5038,171,367,559,654,27747,9697,9670,4738,2359,2239,1080,1137,115,39,116.98,70.43,37531,13932,1386,326,1040,14198,4967,8986,34,189144,4656,24938,253,1390,0.65,5,7.2,15639,15171,4918,0,0,10,108,1302,2,59,689,1,659,15721,15132,589,923,4711,9345,12172,681,311,1177,652,8137,6825,14653,6346,9,2,9690,7780,1720,164.74,1898,28841,11143,17.6,249,145,1,0,3,15,9,39,17,44,3,14,12,1085,6074
879,18209.0,越前市　　　　,Echizen-shi,81524,10928,47507,22484,2688,26244,593,970,1535,1757,84088,27889,27843,14640,6749,6079,3068,2437,325,94,230.7,88.69,110673,39433,4711,1255,3428,44163,18701,25218,37,535665,15946,137281,992,5847,0.72,6.9,10.4,37464,35958,13022,11,262,17,305,4449,8,192,2377,4,2469,43141,41593,1548,1153,17417,22259,33277,2269,885,3040,1668,29531,11528,44143,14078,18,2,27970,21570,6190,149.95,5996,83053,27406,23.1,830,368,13,1,6,52,29,105,40,114,6,42,24,2816,16742
880,18210.0,坂井市　　　　,Sakai-shi,90280,12748,53361,23590,999,26748,609,965,1923,1924,79727,29454,29391,16351,5815,6440,3205,2260,384,87,209.67,136.02,124175,44336,4106,1171,2899,37896,13471,24183,67,296978,9396,133270,797,5510,0.67,3.2,7.1,41343,40540,12127,14,148,19,349,5277,5,194,2612,3,1948,49378,47726,1652,2050,16003,29388,39158,2147,959,3530,1716,26415,20993,39368,12635,26,4,27040,23470,3320,165.16,2705,92739,30319,13.8,749,304,11,2,4,50,21,77,29,121,5,49,34,3431,17941
881,18322.0,永平寺町　　　,Eiheiji-cho,19883,2437,11867,5413,228,5406,107,234,422,518,17561,7276,7264,3138,2472,1444,683,458,60,20,94.43,25.74,25188,9033,866,259,597,9079,1911,6894,10,16932,1065,16280,149,755,0.41,2.6,9.8,9601,9401,2038,3,50,7,89,1014,3,50,535,0,0,10709,10414,295,358,2734,7064,8513,445,197,751,391,4334,5953,8055,3594,8,3,6890,5480,1400,154.85,340,19051,5557,15.6,152,56,1,0,1,10,7,389,17,86,4,11,8,633,3514
882,18382.0,池田町　　　　,Ikeda-cho,2638,214,1285,1139,9,...,13,62,40,54,2326,902,899,425,201,291,160,137,5,2,194.65,16.23,2868,1194,165,50,105,1055,348,588,5,1835,178,705,24,72,0.14,15.4,4.8,4123,3712,254,0,0,1,12,92,1,11,40,1,40,1304,1271,33,148,434,681,969,49,31,151,66,724,542,1023,294,1,1,...,...,...,...,480,2736,676,47,25,11,0,0,0,3,1,3,1,0,1,2,1,19,601
883,18404.0,南越前町　　　,Minamiechizen-cho,10799,1332,5822,3645,51,...,57,177,186,222,8261,3353,3339,1669,631,889,476,411,38,16,343.69,31.4,12944,5050,453,109,332,3049,915,1939,11,8561,458,6548,81,344,0.29,6.9,12,9350,8891,1316,0,0,4,57,533,3,41,315,0,0,5697,5503,194,401,1887,3187,4506,165,103,489,218,2440,3034,3357,888,10,3,...,...,...,...,123,11052,3204,24.6,90,36,0,0,0,8,2,9,3,3,1,8,4,404,2329
884,18423.0,越前町　　　　,Echizen-cho,21538,2735,12043,6752,116,...,112,305,320,512,17459,6560,6547,3500,1070,1694,824,648,88,36,153.15,39.4,26939,10326,1206,408,785,7955,2986,4775,14,42679,1768,18439,224,1023,0.34,9.2,9.1,14141,13304,2462,0,0,8,102,1145,4,66,605,1,410,11498,11129,369,785,3984,6263,8500,464,301,1165,608,5363,5657,7634,2162,5,4,6560,6270,290,197.24,1323,22472,6928,15.5,216,63,2,0,2,10,6,16,8,18,4,18,12,873,4836
885,18442.0,美浜町　　　　,Mihama-cho,9914,1068,5532,3308,41,...,67,172,258,329,10306,3899,3888,1918,1230,987,524,464,40,9,152.35,25.32,12707,4364,598,134,458,5186,1383,3762,8,2749,242,8204,105,456,0.72,10.4,9.8,11305,10848,2694,0,0,3,42,404,1,26,230,0,0,5483,5286,197,370,1161,3750,4179,239,103,539,220,3285,1990,5738,2442,8,1,...,...,...,...,1078,9905,3537,20.8,94,31,0,0,0,10,3,6,3,4,1,3,2,164,2294
886,18481.0,高浜町　　　　,Takahama-cho,10596,1369,6042,3172,143,...,88,137,268,339,10703,4191,4181,2149,1364,962,493,462,41,15,72.4,19.04,13364,4586,604,121,478,5199,1526,3602,5,4497,250,8330,85,414,0.98,5.6,8.4,14999,14660,3756,0,0,5,54,535,2,32,309,0,0,5972,5791,181,439,1529,3774,4509,228,126,580,321,3931,1820,6239,2268,4,1,...,...,...,...,509,10660,4275,12.2,84,55,1,0,1,7,3,12,3,12,0,5,3,348,2515
887,18483.0,おおい町　　　,Ohi-cho,8325,1157,4680,2454,74,...,75,115,201,231,8978,3222,3218,1667,1002,758,371,328,30,12,212.19,25.49,10311,3615,529,134,381,4861,1510,3257,7,2543,208,4221,64,272,1.01,7.1,1.1,11600,11172,4260,1,0,4,50,475,2,32,227,0,0,4458,4362,96,370,1057,2917,3604,159,79,335,172,2861,1486,5258,2382,4,2,...,...,...,...,87,8381,3450,13.3,67,28,0,0,0,7,3,6,3,3,1,7,4,347,1810
888,18501.0,若狭町　　　　,Wakasa-cho,15257,1988,8134,5134,65,...,93,225,271,374,14354,4871,4859,2498,939,1272,635,487,60,12,178.49,50.9,17926,6733,819,185,611,6560,2394,3946,21,47645,1633,13951,151,724,0.35,6.4,15.1,11193,10771,1829,0,0,11,113,839,3,42,433,1,463,8077,7908,169,794,2042,5069,5994,318,155,885,542,4985,2916,7057,2065,8,2,4750,4530,220,167.75,619,15535,4676,27.6,149,53,1,1,1,10,3,20,5,18,2,11,9,542,3583
889,19.0,山梨県　　　,Yamanashi-ken,834930,102270,488845,234544,11115,260813,5705,9678,26355,29039,828495,330976,330375,190890,97544,80389,41182,37359,3610,1373,4465.27,954.38,1107366,371659,45613,9482,35821,400762,105351,292292,238,2250682,71191,1882701,8512,59078,...,...,...,406498,388151,120508,58,4160,182,3124,41598,92,1858,22633,42,25206,427603,408814,18789,29367,113674,257263,309245,19912,10679,39443,23125,235052,166112,403350,160648,489,55,326700,231700,90600,113.27,47101,845868,306318,15.8,7614,4501,127,10,52,698,441,1990,597,1707,50,320,226,19967,215720
890,19201.0,甲府市　　　　,Kofu-shi,193125,23105,112961,53154,3966,154036,1433,2173,6425,7418,220605,85057,84873,45689,32168,18617,9895,10777,944,345,212.47,76.53,267069,83968,11772,1679,10072,111234,17454,93598,12,285732,8942,699990,2442,17377,0.77,0.5,7.2,72373,71849,28733,24,1918,30,604,9829,18,404,5549,13,9730,92437,88014,4423,2254,19758,62657,67571,5199,2346,7187,3418,60792,24490,106773,43249,9,2,84810,48380,33820,94.31,1134,191811,78389,15.4,1972,1322,32,2,11,223,141,645,205,616,12,59,43,4350,47488
891,19202.0,富士吉田市　　,Fujiyoshida-shi,49003,5973,29054,12995,423,25026,355,508,1288,1607,48383,18091,18067,10261,4568,4277,2076,1738,236,91,121.74,18.05,68658,22695,3558,1081,2467,25766,7749,17899,2,110848,4640,91089,622,3634,0.66,6.1,9.4,22930,22256,6641,5,442,8,175,2400,5,110,1424,4,2094,25804,24899,905,268,9145,15047,19288,1296,723,2025,1172,16223,8196,23937,7234,1,1,17560,13130,4410,119.89,8424,50115,17888,12.7,553,456,8,1,1,49,33,90,41,106,3,8,7,900,12287
892,19204.0,都留市　　　　,Tsuru-shi,32002,3671,20048,8132,458,8151,182,321,1096,1212,30972,13465,13450,6308,5304,2637,1267,1070,120,46,161.63,25.33,37240,13178,2124,599,1512,15569,4980,10498,3,63801,3065,44903,336,2339,0.49,7.3,13.5,13902,13237,3810,2,167,8,124,1480,3,63,788,1,764,15986,15349,637,242,5498,9302,12148,835,424,1067,634,10090,4992,14290,3933,9,1,13680,8410,5030,104.39,1104,31135,10923,8.2,299,185,7,0,2,18,13,42,12,44,3,11,11,776,7503
893,19205.0,山梨市　　　　,Yamanashi-shi,35141,4271,19865,10975,144,5057,192,477,849,1017,31740,12961,12926,7996,3022,3656,1784,1647,106,44,289.8,52.86,42059,15168,1514,307,1192,11925,2616,9119,19,35689,1635,35195,286,1855,0.43,11,11.6,22312,21008,3967,3,190,9,135,1759,3,71,952,2,1290,18886,18111,775,3294,3587,11083,12501,692,479,2496,1818,9683,8292,14927,5108,12,1,13150,10340,2800,123.34,5851,36089,13209,19.9,291,131,3,0,3,25,15,122,24,93,4,13,9,727,9705
894,19206.0,大月市　　　　,Otsuki-shi,25419,2210,14173,8827,120,...,89,405,461,743,22799,9804,9792,5661,2451,3098,1593,1180,79,25,280.25,37.06,29957,10814,1391,392,990,9584,3131,6390,3,37113,1849,20778,233,1042,0.67,4.5,17.8,13577,13208,4905,4,171,5,90,855,2,49,537,1,704,12119,11552,567,207,3740,7486,9440,626,269,799,374,6237,5234,9223,2905,81,1,10120,8630,1490,132.28,1415,25613,8551,11,219,102,2,0,1,23,13,28,16,27,2,7,5,294,6378
895,19207.0,韮崎市　　　　,Nirasaki-shi,30680,3804,18288,8357,420,...,178,310,959,1137,32519,11673,11651,7216,2975,2875,1472,1307,105,47,143.69,51.11,38991,13477,1467,350,1107,15787,6139,9572,17,210727,5571,50079,274,1878,0.63,5.2,10,14144,13565,4658,2,274,5,107,1475,2,57,802,2,1343,15820,14974,846,1533,4775,8238,11302,595,291,1597,857,7518,7041,16922,8989,12,1,11340,8510,2820,115.38,500,30345,9742,16,260,122,3,0,4,27,13,67,17,88,1,11,5,445,7225
896,19208.0,南アルプス市　,Minamiarupusu-shi,70828,10171,42716,17702,769,...,542,689,1803,1837,63698,25135,25084,16505,4881,6166,3061,2118,275,125,264.14,70.86,91781,32340,2905,713,2177,28606,12308,16203,26,239037,7998,199025,508,3546,0.56,6.9,5.2,32543,31186,8576,2,183,16,302,4175,8,178,2255,2,1213,37862,36101,1761,3527,11429,20484,27345,1384,872,3669,2197,18525,16791,30681,11371,8,6,24690,20120,4570,123.79,1430,72275,20879,10.3,453,192,9,0,4,37,30,72,38,82,3,26,19,2084,17420
897,19209.0,北杜市　　　　,Hokuto-shi,45111,4613,23995,16457,422,...,204,656,1629,1413,46072,18408,18376,11127,5003,5919,3494,2805,163,58,602.48,143.26,55368,20007,2713,537,2113,21269,6299,14189,52,199388,5094,45972,446,2521,0.44,6.2,7.2,32348,30562,7605,1,0,11,172,1997,9,119,1171,4,1504,23296,22520,776,3597,5571,13028,15195,1094,613,3528,1839,16924,5279,23564,6323,203,8,18170,16100,2020,141.07,7907,47894,14291,20.2,490,300,2,0,2,19,21,35,26,51,2,17,13,975,15338
898,19210.0,甲斐市　　　　,Kai-shi,74386,10614,45997,17486,909,52363,704,621,3108,3070,57920,29463,29407,18861,7927,6635,3403,2755,420,148,71.95,40.43,103618,34542,2973,587,2374,23182,4256,18747,9,36851,2002,124180,544,4620,0.66,7.8,7.5,26584,25196,8544,3,159,11,255,4098,6,144,2012,2,1189,38628,36875,1753,986,10694,24111,29991,1646,810,2686,1055,12782,23332,22825,9282,8,5,28720,18110,10040,100.77,1239,75321,24511,19.9,460,306,13,1,4,62,28,81,32,100,2,31,18,1787,17691
899,19211.0,笛吹市　　　　,Fuefuki-shi,69559,8720,40010,19541,618,...,491,786,1950,2103,64647,26268,26229,15420,6701,6329,3114,2838,331,136,201.92,83.72,83909,30542,3086,549,2502,28265,5450,22429,33,102599,4109,121712,595,4500,0.54,7.8,13.1,34051,32396,8523,1,78,14,250,3389,5,132,1768,1,838,37171,35536,1635,6172,7489,21256,24428,1386,905,4713,3539,20576,14314,32912,11690,6,6,24810,19640,5150,118.93,7239,70475,24926,23.4,542,290,10,2,8,42,30,104,38,122,2,31,25,2302,19803
900,19212.0,上野原市　　　,Uenohara-shi,24805,2331,14592,7833,170,7974,86,288,446,733,24070,9661,9647,5526,2756,2753,1304,1035,61,34,170.57,30.7,32546,10830,1268,406,853,10841,3971,6781,3,71569,2854,29131,189,1310,0.49,6.5,10,12245,11577,3182,3,184,5,76,917,3,52,545,2,1437,12137,11542,595,196,3802,7520,9486,730,212,760,332,6908,4605,10017,3080,13,2,9780,7810,1910,117.3,1644,24271,10135,13.8,187,75,6,0,1,18,11,39,12,30,2,5,5,253,6265
901,19213.0,甲州市　　　　,Koshu-shi,31671,3699,17174,10502,123,...,167,528,667,831,28957,11389,11367,6921,2379,3438,1737,1460,94,45,264.11,52.66,37784,13559,1582,362,1197,11557,2895,8467,20,30517,1598,38432,284,1676,0.47,5.3,12.7,18113,17513,4082,1,42,14,165,1500,6,94,919,1,426,17196,16595,601,3949,3125,9372,10403,704,584,2654,2135,10069,6367,14756,4528,12,4,11350,9860,1470,134.82,2292,32994,10775,17.9,271,138,5,0,2,23,13,37,18,42,3,16,12,940,9645
902,19214.0,中央市　　　　,Chuo-shi,31124,4212,19577,7007,1211,8206,218,275,1189,1257,31158,12789,12780,7399,4157,2498,1323,1142,144,47,31.69,26.1,43262,14392,1449,248,1188,17419,4382,12845,8,86550,3607,152244,311,3459,0.71,7,10.7,12920,12189,4538,0,0,7,118,1625,3,61,866,0,0,16327,15667,660,1021,4943,9200,12476,541,354,1262,692,6230,9043,16726,10102,6,3,12660,7530,4970,102.31,320,30766,11411,11.2,261,121,8,2,1,21,15,456,38,121,1,22,9,873,7294
903,19346.0,市川三郷町　　,Ichikawamisato-cho,15673,1674,8415,5583,165,...,73,316,350,399,14054,5885,5876,3671,1318,1955,952,874,50,20,75.18,27.28,18072,6826,791,235,552,5846,2281,3542,5,30984,1592,11349,147,734,0.35,11.9,7,10501,9761,1746,2,140,6,70,727,4,54,416,1,448,7869,7422,447,358,2515,4516,5727,382,216,672,384,3279,4092,6050,2720,9,3,5610,5370,240,141.61,416,16385,4991,17.3,125,47,1,0,1,9,7,13,7,17,1,13,8,354,4182
904,19364.0,早川町　　　　,Hayakawa-cho,1068,74,484,510,1,...,4,37,69,67,1232,573,571,233,300,155,98,169,6,1,369.96,17.62,1173,449,91,16,73,722,153,553,1,0,0,296,9,25,0.18,17.2,1.4,2785,2504,310,0,0,2,14,34,1,10,32,0,0,504,482,22,25,97,358,385,29,12,37,17,381,100,673,291,9,0,...,...,...,...,458,1125,349,42.7,9,5,0,0,0,7,0,0,0,1,0,0,0,0,269
905,19365.0,身延町　　　　,Minobu-cho,12669,868,6321,5434,100,...,46,273,195,393,13055,5211,5186,2698,1653,1746,853,1007,36,14,301.98,58.87,13326,5242,892,201,681,6042,1771,4198,4,16028,737,11599,185,748,0.27,12,1,9454,8693,1443,1,0,4,51,347,1,19,182,3,510,6128,5843,285,231,1838,3741,4404,298,191,610,314,3872,1934,6149,2240,15,1,...,...,...,...,1103,13016,4352,32.8,188,48,1,0,3,12,7,19,7,19,2,7,6,202,3438
906,19366.0,南部町　　　　,Nambu-cho,8067,743,4230,3094,34,...,27,136,155,226,7127,3006,2996,1566,750,942,467,477,14,13,200.87,25.39,9165,3553,471,127,338,3027,1189,1794,4,21552,727,6365,94,360,0.27,13.1,4.9,6012,5480,957,1,31,4,45,287,1,15,189,0,0,3958,3790,168,137,1468,2181,3031,165,73,354,158,2296,1486,3112,808,14,2,...,...,...,...,76,8218,1797,19.3,93,34,0,0,0,9,3,5,3,4,2,5,3,126,1977
907,19368.0,富士川町　　　,Fujikawa-cho,15294,1751,8618,4920,138,...,82,246,407,440,13672,5673,5665,3489,1316,1649,773,787,58,18,112,20.08,18889,6828,744,159,577,6213,1985,4171,4,25829,1246,18212,142,933,0.37,6.8,9.9,8022,7573,1590,2,77,3,58,778,2,41,337,1,296,8065,7645,420,312,2465,4816,6055,362,217,641,318,3272,4314,6329,2998,13,0,5970,5030,870,128.81,2801,15688,4614,11,139,57,3,0,2,12,8,24,10,18,3,8,6,326,3799
908,19384.0,昭和町　　　　,Showa-cho,19505,2951,11800,3705,472,...,205,135,1265,1012,25518,8223,8216,4263,3037,1228,642,670,108,41,9.08,9.08,31576,9339,1529,240,1286,18693,6564,12092,2,247332,5672,114416,391,3409,1.17,7.2,9.1,8028,7584,4763,0,0,3,75,1224,1,34,532,1,797,10237,9758,479,268,2901,6491,7978,499,243,640,322,3696,5978,15913,12133,1,1,8780,4140,4430,85.56,96,19695,8827,13.7,332,248,5,2,1,28,17,36,21,68,1,11,7,726,4275
909,19422.0,道志村　　　　,Doshi-mura,1743,180,987,575,6,...,12,20,61,71,1447,591,591,299,116,166,88,61,8,1,79.68,4.99,2416,838,145,44,97,733,304,396,1,1390,157,641,13,25,0.17,6.6,6.2,2488,2371,215,0,0,1,13,69,1,11,42,0,0,962,944,18,91,351,495,671,62,36,108,60,604,335,711,102,4,0,...,...,...,...,63,1765,391,17.6,12,10,0,0,0,1,1,1,1,0,0,1,1,27,548
