"","","","","/項目 コード","D3203","D320301","D320302","D320303","D320304","D320305","D320306","D320307","D320308","D320309","D320310","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320410","D320411","D320412"
"1984100000","1984年度","40212","福岡県 大川市","","8171303","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40213","福岡県 行橋市","","14789404","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40214","福岡県 豊前市","","7703457","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40215","福岡県 中間市","","14132125","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40216","福岡県 小郡市","","7581840","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40217","福岡県 筑紫野市","","11626663","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40218","福岡県 春日市","","10435563","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40219","福岡県 大野城市","","12051969","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40220","福岡県 宗像市","","17469879","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40221","福岡県 太宰府市","","13931782","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40223","福岡県 古賀市","","6228869","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40224","福岡県 福津市","","8464759","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40225","福岡県 うきは市","","6893156","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40226","福岡県 宮若市","","8938150","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40227","福岡県 嘉麻市","","18827431","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40228","福岡県 朝倉市","","13206153","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40229","福岡県 みやま市","","8993734","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40230","福岡県 糸島市","","14353413","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40231","福岡県 那珂川市","","5270270","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40341","福岡県 宇美町","","4590947","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40342","福岡県 篠栗町","","3753065","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40343","福岡県 志免町","","4590871","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40344","福岡県 須恵町","","5403394","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40345","福岡県 新宮町","","3524812","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40348","福岡県 久山町","","2626123","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40349","福岡県 粕屋町","","5632364","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40381","福岡県 芦屋町","","5715219","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40382","福岡県 水巻町","","5797550","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40383","福岡県 岡垣町","","4282073","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40384","福岡県 遠賀町","","3982637","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40401","福岡県 小竹町","","3196194","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40402","福岡県 鞍手町","","4990926","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40421","福岡県 桂川町","","3415870","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40447","福岡県 筑前町","","5025351","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40448","福岡県 東峰村","","1752163","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40503","福岡県 大刀洗町","","2171092","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40522","福岡県 大木町","","2639901","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40544","福岡県 広川町","","2958501","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40601","福岡県 香春町","","5478815","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40602","福岡県 添田町","","6067290","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40604","福岡県 糸田町","","5810131","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40605","福岡県 川崎町","","9696638","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40608","福岡県 大任町","","3323702","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40609","福岡県 赤村","","2474673","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40610","福岡県 福智町","","15039813","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40621","福岡県 苅田町","","7515844","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40625","福岡県 みやこ町","","7428412","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40642","福岡県 吉富町","","1986289","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40646","福岡県 上毛町","","2656790","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","40647","福岡県 築上町","","7225616","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41201","佐賀県 佐賀市","","40602650","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41202","佐賀県 唐津市","","35596615","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41203","佐賀県 鳥栖市","","10182609","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41204","佐賀県 多久市","","7677423","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41205","佐賀県 伊万里市","","14561405","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41206","佐賀県 武雄市","","10500714","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41207","佐賀県 鹿島市","","7433326","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41208","佐賀県 小城市","","8316517","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41209","佐賀県 嬉野市","","7029911","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41210","佐賀県 神埼市","","6944583","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41327","佐賀県 吉野ヶ里町","","2952479","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41341","佐賀県 基山町","","3135024","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41345","佐賀県 上峰町","","1478110","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41346","佐賀県 みやき町","","5041606","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41387","佐賀県 玄海町","","3637890","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41401","佐賀県 有田町","","4808936","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41423","佐賀県 大町町","","2186292","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41424","佐賀県 江北町","","2102465","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41425","佐賀県 白石町","","6831177","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","41441","佐賀県 太良町","","2798464","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42201","長崎県 長崎市","","130759210","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42202","長崎県 佐世保市","","64485669","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42203","長崎県 島原市","","10786284","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42204","長崎県 諫早市","","27129067","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42205","長崎県 大村市","","15427510","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42207","長崎県 平戸市","","16790036","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42208","長崎県 松浦市","","13030345","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42209","長崎県 対馬市","","19874474","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42210","長崎県 壱岐市","","12747942","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42211","長崎県 五島市","","20549230","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42212","長崎県 西海市","","11880237","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42213","長崎県 雲仙市","","13978879","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42214","長崎県 南島原市","","14928904","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42307","長崎県 長与町","","5056158","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42308","長崎県 時津町","","4011647","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42321","長崎県 東彼杵町","","2475297","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42322","長崎県 川棚町","","2476019","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42323","長崎県 波佐見町","","3013433","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42383","長崎県 小値賀町","","2285592","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42391","長崎県 佐々町","","2784842","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","42411","長崎県 新上五島町","","14191749","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43100","熊本県 熊本市","","129677951","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43101","熊本県 熊本市 中央区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43102","熊本県 熊本市 東区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43103","熊本県 熊本市 西区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43104","熊本県 熊本市 南区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43105","熊本県 熊本市 北区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43202","熊本県 八代市","","32442617","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43203","熊本県 人吉市","","9225189","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43204","熊本県 荒尾市","","12582548","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43205","熊本県 水俣市","","8445837","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43206","熊本県 玉名市","","14504871","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43208","熊本県 山鹿市","","15483113","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43210","熊本県 菊池市","","13218233","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43211","熊本県 宇土市","","7382816","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43212","熊本県 上天草市","","11069013","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43213","熊本県 宇城市","","12241143","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43214","熊本県 阿蘇市","","8157934","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43215","熊本県 天草市","","37014788","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43216","熊本県 合志市","","5848808","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43348","熊本県 美里町","","3748217","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43364","熊本県 玉東町","","1150250","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43367","熊本県 南関町","","3257677","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43368","熊本県 長洲町","","3056238","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43369","熊本県 和水町","","4147465","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43403","熊本県 大津町","","4369158","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43404","熊本県 菊陽町","","4505367","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43423","熊本県 南小国町","","1946810","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43424","熊本県 小国町","","3810837","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43425","熊本県 産山村","","1269871","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43428","熊本県 高森町","","2532544","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43432","熊本県 西原村","","1536829","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43433","熊本県 南阿蘇村","","3963851","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43441","熊本県 御船町","","4022845","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43442","熊本県 嘉島町","","1361229","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43443","熊本県 益城町","","4101793","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43444","熊本県 甲佐町","","3040840","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43447","熊本県 山都町","","7908504","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43468","熊本県 氷川町","","2695260","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43482","熊本県 芦北町","","6724795","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43484","熊本県 津奈木町","","1782971","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43501","熊本県 錦町","","2587004","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43505","熊本県 多良木町","","3436002","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43506","熊本県 湯前町","","1801978","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43507","熊本県 水上村","","1706536","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43510","熊本県 相良村","","1903015","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43511","熊本県 五木村","","2039292","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43512","熊本県 山江村","","1938961","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43513","熊本県 球磨村","","1933798","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43514","熊本県 あさぎり町","","6234208","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","43531","熊本県 苓北町","","3488440","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44201","大分県 大分市","","74914688","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44202","大分県 別府市","","30208136","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44203","大分県 中津市","","21197593","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44204","大分県 日田市","","22171631","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44205","大分県 佐伯市","","23920229","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44206","大分県 臼杵市","","11375135","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44207","大分県 津久見市","","6641845","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44208","大分県 竹田市","","10805409","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44209","大分県 豊後高田市","","7877738","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44210","大分県 杵築市","","9231649","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44211","大分県 宇佐市","","16940759","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44212","大分県 豊後大野市","","13997202","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44213","大分県 由布市","","8701945","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44214","大分県 国東市","","11463327","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44322","大分県 姫島村","","1482100","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44341","大分県 日出町","","4234563","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44461","大分県 九重町","","3860700","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","44462","大分県 玖珠町","","5206122","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45201","宮崎県 宮崎市","","67444107","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45202","宮崎県 都城市","","39084661","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45203","宮崎県 延岡市","","32436302","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45204","宮崎県 日南市","","16305422","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45205","宮崎県 小林市","","16725393","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45206","宮崎県 日向市","","15383551","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45207","宮崎県 串間市","","8413340","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45208","宮崎県 西都市","","10844283","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45209","宮崎県 えびの市","","8148422","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45341","宮崎県 三股町","","3764143","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45361","宮崎県 高原町","","3397416","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45382","宮崎県 国富町","","4298269","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45383","宮崎県 綾町","","2405937","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45401","宮崎県 高鍋町","","4109106","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45402","宮崎県 新富町","","4182375","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45403","宮崎県 西米良村","","1448824","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45404","宮崎県 木城町","","1944748","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45405","宮崎県 川南町","","3727248","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45406","宮崎県 都農町","","3060380","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45421","宮崎県 門川町","","4300088","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45429","宮崎県 諸塚村","","2690542","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45430","宮崎県 椎葉村","","3196695","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45431","宮崎県 美郷町","","6394622","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
